q,N,min_PINNs,max_PINNs,mean_PINNs,std_PINNs,min_FEM,max_FEM,mean_FEM,std_FEM
1,20,15.689469920787442,48.3255454579947,33.62346888977327,5.564008867657402,134.3159486356098,377.3592225880433,269.3899871275985,43.66426677735857
2,20,244.05454646281734,993.2088194176365,653.066150181053,153.15557740350513,67.01687581288363,164.65119657818946,134.85116690383177,21.29021031533264
3,20,2780.5161553790563,11705.785933217197,7542.950009830716,1766.2377914242759,39.51591535563489,72.64587152853355,61.549957109005284,7.018901384032438
