,N,min_PINNs,max_PINNs,mean_PINNs,std_PINNs,min_FEM,max_FEM,mean_FEM,std_FEM
0,20.0,12.708399764179724,513.7845640179196,214.58244752528338,130.30562076912494,2.775317401151827,22.295648284663056,12.929835183921542,5.403572570816075
1,40.0,108.65039463453554,4536.5591730306705,1683.3002117539447,1101.0573178473553,2.3108541276856847,21.25416961382721,11.127470338534433,5.348589356820446
