,N,min_PINNs,max_PINNs,mean_PINNs,std_PINNs,min_FEM,max_FEM,mean_FEM,std_FEM
0,20.0,15.697234288201459,48.349518468216424,33.641316422845755,5.5671869157882075,134.3147589756506,377.3620872966693,269.39763623938006,43.66813295420854
1,40.0,61.46964484922126,195.75498689416222,135.41414916214538,23.206422806290117,131.17674474505813,362.0916419585225,262.1152898167496,41.6729255821745
