,N,min_PINNs,max_PINNs,mean_PINNs,std_PINNs,min_FEM,max_FEM,mean_FEM,std_FEM
0,20.0,362.56994315918536,2052.7800026724594,1025.2831496253489,409.17364042109705,177.74183125854776,476.75973001974336,376.1588507812895,75.895716680952
1,40.0,3081.219723514636,17532.622094725255,8725.56530089792,3494.257256540855,177.16069507462396,472.55186282554973,371.9311000779587,74.84990166514218
