,N,min_PINNs,max_PINNs,mean_PINNs,std_PINNs,min_FEM,max_FEM,mean_FEM,std_FEM
0,20.0,18.283202591143308,66.18568481467985,43.422986072985104,12.466705485283565,243.79119888913695,874.2964617133433,633.4516715832798,137.9728052975064
1,40.0,73.4508151546637,272.35774284142974,176.52150930263633,51.815636696525,241.7989117271569,843.2928368719312,621.6810726344679,132.89159339305914
