,N,min_PINNs,max_PINNs,mean_PINNs,std_PINNs,min_FEM,max_FEM,mean_FEM,std_FEM
0,20.0,4879.128204923075,32757.6807143406,14646.886794724533,6699.184318218442,116.52014952917172,298.3323850222054,208.34902644696948,43.6218440573081
1,40.0,88736.6308212831,587716.8575280651,264383.4530975402,120240.84953272928,117.46095889133481,296.33765482417857,208.29264287914896,43.163759807092816
