nb_vert,h,err_U_1,err_U_2,err_p,err_T,times,iter
16,0.189,0.009564080351999021,0.022437505401870738,0.00019958186984225126,0.004866674982317769,0.08944249153137207,3
32,0.091,0.0012034834930418914,0.002502534257295499,4.484619047112962e-05,0.00041570371323991696,0.19843840599060059,3
64,0.045,0.0001408292667392947,0.00029906600877060616,1.054160547613229e-05,4.605393265214554e-05,0.9435153007507324,3
128,0.022,1.7447181262055832e-05,3.664910093246176e-05,2.5368783204085167e-06,5.56561474545512e-06,4.0244550704956055,3
