nb_vert,h,err,time
20,0.2863893733001397,0.00036947957552526176,0.1340979120275377
40,0.1395230280180169,9.337668687594354e-05,1.0545919241607187
60,0.09222708631699474,4.1012493762193255e-05,3.840085981912911
80,0.06887845686965408,2.2959418278866223e-05,10.992066437393428
100,0.05496361709800717,1.47561068680406e-05,25.286709999889137
