nb_vert,h,error,times,n_iter
16,0.29619219587722484,0.026467696933355774,0.007892131805419922,4
32,0.1433188044567218,0.00679435945109757,0.014360427856445312,4
64,0.07052195139933942,0.0016842365305139045,0.11051559448242188,4
128,0.034983330221719504,0.00041686270898740453,0.33951234817504883,4
256,0.017423070345719664,0.00010354729434909815,1.2100470066070557,4
