nb_vert,h,error,times,n_iter
16,0.29619219587722484,2.7010925400794284e-05,0.74698805809021,8
32,0.1433188044567218,1.4346454279080745e-06,0.18739914894104004,8
64,0.07052195139933942,8.336619053364974e-08,1.0037758350372314,8
128,0.034983330221719504,5.034383934773316e-09,6.663285493850708,8
256,0.017423070345719664,3.0837509170401214e-10,47.01606798171997,8
