nb_vert,h,error,times,n_iter
16,0.29619219587722484,0.0005642962122935379,0.014914751052856445,4
32,0.1433188044567218,6.114389787375594e-05,0.044315338134765625,4
64,0.07052195139933942,7.191575711510552e-06,0.20958495140075684,4
128,0.034983330221719504,8.750063403810315e-07,1.7607555389404297,4
256,0.017423070345719664,1.0804446441051435e-07,9.0459885597229,4
