nb_vert,h,error,times,n_iter
16,0.29619219587722484,7.610070095900377e-06,0.9162580966949463,4
32,0.1433188044567218,3.9544150910871855e-07,0.15245938301086426,4
64,0.07052195139933942,2.2745197256843702e-08,0.9126102924346924,4
128,0.034983330221719504,1.3667017448640273e-09,4.406074285507202,4
256,0.017423070345719664,8.350602860824824e-11,28.485013961791992,4
