nb_vert,h,err
16,0.06666666666666676,0.002149203593366383
32,0.032258064516129115,0.000541241181135297
64,0.015873015873015928,0.00013375314903145985
128,0.007874015748031593,3.312863868326584e-05
256,0.0039215686274510775,8.330708099934619e-06
