nb_vert,h,err
16,0.06666666666666676,0.0012853595510454502
32,0.032258064516129115,0.000349451807451156
64,0.015873015873015928,8.770436329546131e-05
128,0.007874015748031593,2.180339508796918e-05
256,0.0039215686274510775,5.501522366508455e-06
