nb_vert,h,error,times,n_iter
32,0.1433188044567218,1.098654675052675e-05,0.11609721183776855,4
64,0.07052195139933942,1.3042931918893765e-06,0.3106205463409424,4
128,0.034983330221719504,1.5907341713944602e-07,1.6550066471099854,4
256,0.017423070345719664,1.965337157895137e-08,9.152653217315674,4
