nb_vert,h,error,times,n_iter
16,0.29619219587722484,0.002158410179522189,0.011057615280151367,4
32,0.1433188044567218,0.0005502717891556952,0.060072898864746094,4
64,0.07052195139933942,0.00013604326142090673,0.0724802017211914,4
128,0.034983330221719504,3.364837644055775e-05,0.3894619941711426,4
256,0.017423070345719664,8.356482906824084e-06,2.1811373233795166,4
