nb_vert,h,error,times,n_iter
16,0.29619219587722484,0.026467696933355656,0.0061187744140625,8
32,0.1433188044567218,0.006794359451097324,0.04138970375061035,8
64,0.07052195139933942,0.001684236530513364,0.1447887420654297,8
128,0.034983330221719504,0.00041686270898678567,0.742713451385498,8
256,0.017423070345719664,0.00010354729434856712,2.1390159130096436,8
