nb_vert,h,error,times,n_iter
16,0.29619219587722484,2.70109254009584e-05,0.07315278053283691,8
32,0.1433188044567218,1.4346454278807643e-06,0.13156676292419434,8
64,0.07052195139933942,8.336619053360685e-08,0.6065859794616699,8
128,0.034983330221719504,5.034383933290474e-09,4.360891103744507,8
256,0.017423070345719664,3.083750919302521e-10,27.42732310295105,8
