N,P1,P2,P3
16,0.0597084225347266,0.0019971584404278,0.0001020673145852
32,0.0144332824424618,0.0002282091324634,5.456713907090192e-06
64,0.003520965915195,2.725065190847961e-05,3.175301034297117e-07
128,0.0008680038852315,3.328377539206224e-06,1.9186107944737786e-08
256,0.0002153980903347,4.112293361101195e-07,1.1800898644600156e-09
