e,NFEM,NFEMPrev,NFEMNet,NADD,DoFsFEM,DoFsFEMPrev,DoFsFEMNet,DoFsADD,TimesFEM,TimesFEMPrev,TimesFEMNet,TimesADD
0.001,,51,51,43,,33204,33204,23524,,1.292811705494704,0.9640220015465039,0.9091865968169037
0.0001,,108,108,92,,150339,150339,108931,,4.755800508153235,4.665386338722859,3.6467885589202833
1e-05,,231,231,197,,690924,690924,502156,,20.33924572932439,23.295074932609918,17.228175656775278
