nb_vert,h,err_U_1,err_U_2,err_p,err_T,times,iter
16,0.18856180831641295,,,,,,
32,0.09123958466923217,0.0001722939592268312,0.000271704316535532,4.281691761814707e-05,3.744749305228457e-05,0.8514766693115234,8
64,0.04489566864676508,2.074493227974486e-05,3.256095085352413e-05,1.035114721842891e-05,4.4603077380657046e-06,2.599733829498291,8
128,0.02227107972241122,2.5396069001683934e-06,3.982046467662279e-06,2.4930058958275647e-06,5.869051429571255e-07,12.052328824996948,10
