nb_vert,h,err
16,6.67e-2,0.09421320739468109
32,3.23e-2,0.02262744375352155
64,1.59e-2,0.005515528011798697
128,7.87e-3,0.0013615879173442293
256,3.92e-3,0.0003428911404048643
