nb_vert,h,err
16,0.06666666666666676,0.003498040811526456
32,0.032258064516129115,0.0004018023619383594
64,0.015873015873015928,4.8024584266534554e-05
128,0.007874015748031593,5.866658640708816e-06
256,0.0039215686274510775,7.240051393736708e-07
